source_file	source_root	file_kind	selection	selected_roots	direct_importers	active_imports	active_subfiles	commented_subfiles	direct_subfile_importers	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
applied-modal-logic/temporal-logic/extra-temporal-operators.tex	applied-modal-logic	section	selected	applied-modal-logic	applied-modal-logic/temporal-logic/temporal-logic.tex	0	0	0	-	0	yes	115	Additional Operators for Temporal Logic	defn=1	defn:since-until;defn:sub:mmodels-since;defn:sub:mmodels-until	defn:_#defn:since-until,defn:sub:mmodels-since,defn:sub:mmodels-until	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
applied-modal-logic/temporal-logic/introduction.tex	applied-modal-logic	section	selected	applied-modal-logic	applied-modal-logic/temporal-logic/temporal-logic.tex	0	0	0	-	0	yes	392	Introduction	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
applied-modal-logic/temporal-logic/possible-histories.tex	applied-modal-logic	section	selected	applied-modal-logic	applied-modal-logic/temporal-logic/temporal-logic.tex	0	0	0	-	0	yes	355	Possible Histories	defn=2	defn:phmodels;defn:sub:phmodels-f;defn:sub:phmodels-diamond	defn:_#defn:phmodels,defn:sub:phmodels-f,defn:sub:phmodels-diamond	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
applied-modal-logic/temporal-logic/properties-accessibility.tex	applied-modal-logic	section	selected	applied-modal-logic	applied-modal-logic/temporal-logic/temporal-logic.tex	0	0	0	-	0	yes	133	Properties of Temporal Frames	table=1	tab:correspondence	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
applied-modal-logic/temporal-logic/temporal-logic-semantics.tex	applied-modal-logic	section	selected	applied-modal-logic	applied-modal-logic/temporal-logic/temporal-logic.tex	0	0	0	-	0	yes	365	Semantics for Temporal Logic	defn=4	defn:tmodels;defn:sub:mmodels-p;defn:sub:mmodels-h;defn:sub:mmodels-f;defn:sub:mmodels-g	defn:_#defn:tmodels,defn:sub:mmodels-p,defn:sub:mmodels-h,defn:sub:mmodels-f,defn:sub:mmodels-g	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
applied-modal-logic/temporal-logic/temporal-logic.tex	applied-modal-logic	chapter	selected	applied-modal-logic	applied-modal-logic/applied-modal-logic.tex	5	0	0	-	0	yes	8	aml	editorial=1	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
computability/computability-theory/application-fixed-point.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	278	Applying the Fixed-Point Theorem	thm=1;proof=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/ce-closed-cup-cap.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	315	-	thm=1;proof=1;explain=3	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/ce-sets.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	156	Computably Enumerable Sets	defn=1;explain=1;history=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/coding-computations.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	258	Coding Computations	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/complement-ce.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	212	Computably Enumerable Sets not Closed under Complement	thm=1;cor=1;proof=2;explain=1	thm:ce-comp;cor:comp-k	thm:_#thm:ce-comp;cor:_#cor:comp-k	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/complete-ce-sets.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	189	Complete Computably Enumerable Sets	defn=1;thm=1;prob=1;proof=1;digress=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/computability-theory.tex	computability	chapter	selected	computability	computability/computability.tex	23	0	0	-	0	yes	19	cmp	editorial=1	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
computability/computability-theory/computable-sets.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	123	Computable Sets	defn=1;explain=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/def-functions-self-reference.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	185	Defining Functions using Self-Reference	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/equiv-ce-defs.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	628	-	thm=2;proof=2;explain=1	thm:ce-equiv;case:ce;case:ran-pc;case:ran-prim;case:ce-domain;thm:exists-char	thm:_#thm:ce-equiv,case:ce,case:ran-pc,case:ran-prim,case:ce-domain;thm:_#thm:exists-char	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/fixed-point-thm.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	787	The Fixed-Point Theorem	thm=1;lem=1;proof=2;explain=2;digress=1;quote=5	lem:fixed-equiv	lem:_#lem:fixed-equiv	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/halting-problem.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	372	The Halting Problem	thm=1;proof=2;explain=1	thm:halting-problem	thm:_#thm:halting-problem	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/introduction.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	389	Introduction	-	-	-	missing	none	-	-	The introduction contains substantive universal/minimization or recursive-function claims; no active declaration matches them.
computability/computability-theory/k-1.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	257	An Example of Reducibility	prop=1;proof=1;explain=2	prop:k1	prop:_#prop:k1	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/no-universal-function.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	179	No Universal Computable Function	thm=1;prob=1;proof=1;explain=1	thm:no-univ	thm:_#thm:no-univ	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/non-comp-set.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	170	There Are Non-Computable Sets	thm=2;proof=2	thm:K-0;thm:K	thm:_#thm:K-0;thm:_#thm:K	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/normal-form.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	499	The Normal Form Theorem	thm=2;proof=1;explain=1	thm:normal-form	thm:Kleene's Normal Form Theorem#thm:normal-form	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/prop-reduce.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	442	Properties of Reducibility	prop=2;prob=3;proof=2;digress=1	prop:trans-red;prop:reduce	prop:_#prop:trans-red;prop:_#prop:reduce	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/reducibility.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	369	Reducibility	defn=1;explain=1;digress=1	-	-	partial/weaker	manual_fragment_match	FormalOLP/Computability/RelativeComputability.lean;FormalOLP/Computability/TuringReducibility.lean	FormalOLP.Computability.RecursiveIn; FormalOLP.Computability.setManyOneReducible; FormalOLP.Computability.turingReducible	Native relative/oracle and reducibility relations cover a small chain; source computability theory and completeness results are absent.
computability/computability-theory/rice-theorem.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	654	Rice's Theorem	thm=1;cor=1;proof=2;explain=1	-	thm:Rice's Theorem	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/russells-paradox.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	292	Comparison with Russell's Paradox	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/s-m-n.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	131	The $s$-$m$-$n$ Theorem	thm=1;explain=2	thm:s-m-n	thm:_#thm:s-m-n	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/total.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	149	Totality is Undecidable	prop=1;proof=1;digress=1	prop:total	prop:_#prop:total	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability-theory/universal-part-function.tex	computability	section	selected	computability	computability/computability-theory/computability-theory.tex	0	0	0	-	0	yes	137	The Universal Partial Computable Function	thm=1;proof=1;explain=1	thm:univ-comp	thm:_#thm:univ-comp	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/computability.tex	computability	part	selected	computability	content.tex	2	0	0	-	0	yes	34	cmp	editorial=1	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
computability/recursive-functions/bounded-minimization.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	226	Bounded Minimization	prop=1;prob=1;proof=1;explain=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/composition.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	337	Composition	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/examples.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	359	Examples of Primitive Recursive Functions	prop=8;prob=3;proof=8	prop:min-pr	prop:_#prop:min-pr	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/general-recursive-functions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	182	General Recursive Functions	defn=1	defn:general-recursive	defn:_#defn:general-recursive	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/halting-problem.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	297	The Halting Problem	thm=1;proof=1	thm:halting-problem	thm:_#thm:halting-problem	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/introduction.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	341	Introduction	-	-	-	missing	none	-	-	The introduction contains substantive universal/minimization or recursive-function claims; no active declaration matches them.
computability/recursive-functions/non-pr-functions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	533	Non-Primitive Recursive Functions	digress=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/normal-form.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	218	The Normal Form Theorem	thm=1;explain=1	thm:kleene-nf	thm:Kleene's Normal Form Theorem#thm:kleene-nf	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/notation-pr-functions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	195	Primitive Recursion Notations	prob=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/other-recursions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	235	Other Recursions	prob=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/partial-functions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	646	Partial Recursive Functions	defn=2;explain=1;quote=1	defn:recursive-fn	defn:_#defn:recursive-fn	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/pr-functions-computable.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	109	Primitive Recursive Functions are Computable	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/pr-functions.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	514	Primitive Recursion Functions	defn=3;prop=2;ex=1;prob=1;proof=2;explain=1	defn:primitive-recursion;defn:composition;prop:mult-pr	defn:_#defn:primitive-recursion;defn:_#defn:composition;prop:_#prop:mult-pr	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/pr-relations.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	336	Primitive Recursive Relations	defn=1;prop=3;prob=1;proof=3	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/primes.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	338	Primes	prob=1	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/primitive-recursion.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	599	Primitive Recursion	-	-	-	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/recursive-functions.tex	computability	chapter	selected	computability	computability/computability.tex	18	0	0	-	0	yes	38	cmp	editorial=1	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
computability/recursive-functions/sequences.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	567	Sequences	prop=5;prob=3;proof=5	prop:subseq	prop:_#prop:subseq	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
computability/recursive-functions/trees.tex	computability	section	selected	computability	computability/recursive-functions/recursive-functions.tex	0	0	0	-	0	yes	375	Trees	prop=1;prob=1;proof=1	prop:subtreeseq	prop:_#prop:subtreeseq	missing	none	-	-	No active declaration covers this recursive-function or computability-theory result.
content.tex	root	root-driver	selected	content	-	18	0	0	-	0	yes	192	-	editorial=1	-	-	structural-container	aggregator	-	-	Complete-book driver; child rows carry mathematical audit.
counterfactuals/counterfactuals.tex	counterfactuals	part	selected	counterfactuals	content.tex	2	0	0	-	0	no	2	cnt	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
counterfactuals/introduction/counterfactuals.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/introduction/introduction.tex	0	0	0	-	0	yes	565	Counterfactuals	quote=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/introduction/introduction.tex	counterfactuals	chapter	selected	counterfactuals	counterfactuals/counterfactuals.tex	4	0	0	-	0	no	2	cnt	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
counterfactuals/introduction/material-conditional.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/introduction/introduction.tex	0	0	0	-	0	yes	193	The Material Conditional	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/introduction/paradoxes-material.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/introduction/introduction.tex	0	0	0	-	0	yes	252	Paradoxes of the Material Conditional	quote=2	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/introduction/strict-conditional.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/introduction/introduction.tex	0	0	0	-	0	yes	254	The Strict Conditional	prob=3	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/minimal-change-semantics/antecedent-strengthening.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	214	Antecedent Strengthening	ex=1;figure=1;quote=1	fig:antecedent-strengthening	ex:_#fig:antecedent-strengthening	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/minimal-change-semantics/contraposition.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	176	Contraposition	ex=1;figure=1;quote=1	ex:contraposition-counterex;fig:contraposition	ex:_#ex:contraposition-counterex,fig:contraposition	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/minimal-change-semantics/introduction.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	417	Introduction	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	counterfactuals	chapter	selected	counterfactuals	counterfactuals/counterfactuals.tex	6	0	0	-	0	no	4	cnt	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
counterfactuals/minimal-change-semantics/sphere-models.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	425	Sphere Models	defn=2;figure=1	fig:sphere-model;sphere-vac;sphere-nonvac	defn:_#sphere-vac,sphere-nonvac	partial/weaker	manual_fragment_match	FormalOLP/Counterfactuals/Sphere.lean	FormalOLP/Counterfactuals/Sphere.lean:39-56	A selected closest-world variant is formalized with subset, strong-centering, and an added limit/success condition. The source permits descending sphere systems without an innermost sphere.
counterfactuals/minimal-change-semantics/transitivity.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	400	Transitivity	ex=1;prob=3;quote=1	ex:trans-counterex	ex:_#ex:trans-counterex	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
counterfactuals/minimal-change-semantics/true-false.tex	counterfactuals	section	selected	counterfactuals	counterfactuals/minimal-change-semantics/minimal-change-semantics.tex	0	0	0	-	0	yes	176	Truth and Falsity of Counterfactuals	figure=5	fig:true;fig:vacuous;fig:false;fig:false-opposite;fig:contingent	-	partial/weaker	manual_fragment_match	FormalOLP/Counterfactuals/Sphere.lean	FormalOLP/Counterfactuals/Sphere.lean:81-133	Identity, vacuity, consequent conjunction, centered modus ponens, and antecedent extensionality are native; source counterexample figures are not.
first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	first-order-logic	chapter	selected	first-order-logic;propositional-logic	first-order-logic/first-order-logic.tex;propositional-logic/propositional-logic.tex	13	0	0	-	0	yes	58	fol;pl	editorial=1	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	41	Axioms and Rules for the Propositional Connectives	defn=2	ax:land1;ax:land2;ax:land3;ax:lor1;ax:lor2;ax:lor3;ax:lif1;ax:lif2;ax:lnot1;ax:lnot2;ax:ltrue;ax:lfalse1;ax:lfalse2;ax:dne	defn:Axioms#ax:land1,ax:land2,ax:land3,ax:lor1,ax:lor2,ax:lor3,ax:lif1,ax:lif2,ax:lnot1,ax:lnot2,ax:ltrue,ax:lfalse1,ax:lfalse2,ax:dne;defn:Modus ponens	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	62	Axioms and Rules for Quantifiers	defn=2	ax:q1;ax:q2	defn:Axioms for quantifiers#ax:q1,ax:q2;defn:Rules for quantifiers	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	140	The Deduction Theorem with Quantifiers	thm=1;prob=1;proof=1	thm:deduction-thm-q	thm:Deduction Theorem#thm:deduction-thm-q	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	335	The Deduction Theorem	thm=1;prop=2;prob=2;proof=2;derivation=1	prop:mp;thm:deduction-thm;prop:derivfacts;derivfacts:a;derivfacts:b;derivfacts:c;derivfacts:d;derivfacts:e	thm:Deduction Theorem#thm:deduction-thm;prop:_#prop:mp;prop:_#prop:derivfacts,derivfacts:a,derivfacts:b,derivfacts:c,derivfacts:d,derivfacts:e	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	71	\usetoken{P	defn=1;prop=3;prob=1;proof=2	ax:id1;ax:id2;prop:sound;prop:iden1;prop:iden2	defn:Axioms for !!{identity}#ax:id1,ax:id2;prop:_#prop:sound;prop:_#prop:iden1;prop:_#prop:iden2	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	309	Proof-Theoretic Notions	defn=3;prop=5;prob=2;proof=5;explain=1	prop:reflexivity;prop:monotonicity;prop:transitivity;prop:incons;prop:proves-compact	defn:!!^{derivability};defn:Theorems;defn:Consistency;prop:Reflexivity#prop:reflexivity;prop:Monotonicity#prop:monotonicity;prop:Transitivity#prop:transitivity;prop:_#prop:incons;prop:Compactness#prop:proves-compact	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/provability-consistency.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	128	\usetoken{S	prop=4;prob=3;proof=4	prop:provability-contr;prop:prov-incons;prop:explicit-inc;prop:provability-exhaustive	prop:_#prop:provability-contr;prop:_#prop:prov-incons;prop:_#prop:explicit-inc;prop:_#prop:provability-exhaustive	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/provability-propositional.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	0	-	0	yes	101	\usetoken{S	prop=3;proof=3;explain=1;derivation=1	prop:provability-land;prop:provability-land-left;prop:provability-land-right;prop:provability-lor;prop:provability-lif;prop:provability-lif-left;prop:provability-lif-right	prop:_#prop:provability-land,prop:provability-land-left,prop:provability-land-right;prop:_#prop:provability-lor;prop:_#prop:provability-lif,prop:provability-lif-left,prop:provability-lif-right	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
