source_file	source_root	file_kind	source_unit	selection	selected_roots	direct_importers	active_imports	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	unit_start_line	unit_end_line	file_lines	file_words	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
propositional-logic/syntax-and-semantics/formation-sequences.tex	propositional-logic	unit	defn#1; label=defn:fseq-frm	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	404	Formation Sequences	-	defn:fseq-frm	defn#1; label=defn:fseq-frm	20	34	154	828	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/formation-sequences.tex	propositional-logic	unit	ex#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	404	Formation Sequences	-	-	ex#1	36	61	154	828	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/formation-sequences.tex	propositional-logic	unit	prop#1; label=prop:formed	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	404	Formation Sequences	-	prop:formed	prop#1; label=prop:formed	63	66	154	828	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/formation-sequences.tex	propositional-logic	unit	lem#1; label=lem:fseq-init	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	404	Formation Sequences	-	lem:fseq-init	lem#1; label=lem:fseq-init	103	108	154	828	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/formation-sequences.tex	propositional-logic	unit	thm#1; label=thm:fseq-frm-equiv	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	404	Formation Sequences	-	thm:fseq-frm-equiv	thm#1; label=thm:fseq-frm-equiv	114	118	154	828	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/formulas.tex	propositional-logic	section	section	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	578	Propositional \usetoken{P	defn=3;explain=2;intro=1	defn:formulas	defn:Formula#defn:formulas;defn:Syntactic identity	1	182	183	982	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Syntax.lean	FormalOLP/PropositionalLogic/Syntax.lean:20-45	Primitive Formula/neg/verum definitions are native; formation-sequence and metatheory results are absent.
propositional-logic/syntax-and-semantics/formulas.tex	propositional-logic	unit	defn#1; label=defn:formulas	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	578	Propositional \usetoken{P	-	defn:formulas	defn#1; label=defn:formulas	78	107	183	982	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Syntax.lean	FormalOLP/PropositionalLogic/Syntax.lean:20-45	Primitive Formula/neg/verum definitions are native; formation-sequence and metatheory results are absent.
propositional-logic/syntax-and-semantics/formulas.tex	propositional-logic	unit	defn#2	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	578	Propositional \usetoken{P	-	-	defn#2	134	164	183	982	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Syntax.lean	FormalOLP/PropositionalLogic/Syntax.lean:20-45	Primitive Formula/neg/verum definitions are native; formation-sequence and metatheory results are absent.
propositional-logic/syntax-and-semantics/formulas.tex	propositional-logic	unit	defn#3	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	578	Propositional \usetoken{P	-	-	defn#3	167	171	183	982	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Syntax.lean	FormalOLP/PropositionalLogic/Syntax.lean:20-45	Primitive Formula/neg/verum definitions are native; formation-sequence and metatheory results are absent.
propositional-logic/syntax-and-semantics/introduction.tex	propositional-logic	section	section	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	530	Introduction	-	-	-	1	79	80	640	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	section	section	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	defn=1;thm=1;prop=3;prob=4;proof=2	thm:induction;prop:balanced;prop:noinit	defn:Uniform Substitution;thm:\emph{Principle of induction on !!{formula}s}#thm:induction;prop:_#prop:balanced;prop:_#prop:noinit;prop:Unique Readability	1	120	121	646	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	thm#1; label=thm:induction	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	thm:induction	thm#1; label=thm:induction	13	30	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prop#1; label=prop:balanced	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	prop:balanced	prop#1; label=prop:balanced	41	44	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prob#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	prob#1	46	48	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prop#2; label=prop:noinit	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	prop:noinit	prop#2; label=prop:noinit	50	52	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prob#2	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	prob#2	54	56	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prop#3	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	prop#3	58	79	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	defn#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	defn#1	91	98	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prob#3	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	prob#3	100	112	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/preliminaries.tex	propositional-logic	unit	prob#4	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	302	Preliminaries	-	-	prob#4	114	117	121	646	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	section	section	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	defn=1;thm=1;prop=2;prob=4;proof=3	prop:semanticalfacts;def:monotonicity;def:Cut;prop:entails-unsat;thm:sem-deduction	thm:Semantic Deduction Theorem#thm:sem-deduction;prop:_#prop:semanticalfacts,def:monotonicity,def:Cut;prop:_#prop:entails-unsat	1	96	97	447	proved_weaker	manual_fragment_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:65-129	Entails, monotonicity, unsatisfiable-negation, and deduction links exist; source cut/semantic fact package is incomplete.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	defn#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	-	defn#1	15	32	97	447	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:62-77	SatisfiesContext, Entails, Satisfiable, and Tautology interfaces are native.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prob#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	-	prob#1	34	43	97	447	missing	no_native_match_found	-	-	Source exercise/proof unit has no separate active declaration.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prop#1; label=prop:semanticalfacts	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	prop:semanticalfacts	prop#1; label=prop:semanticalfacts	45	60	97	447	proved_weaker	manual_fragment_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:104-129	Matching semantic law is present for native Formula/Set semantics; the source bundle and proof calculus remain incomplete.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prob#2	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	-	prob#2	66	68	97	447	missing	no_native_match_found	-	-	Source exercise/proof unit has no separate active declaration.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prop#2; label=prop:entails-unsat	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	prop:entails-unsat	prop#2; label=prop:entails-unsat	70	73	97	447	proved_weaker	manual_fragment_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:104-129	Matching semantic law is present for native Formula/Set semantics; the source bundle and proof calculus remain incomplete.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prob#3	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	-	prob#3	79	81	97	447	missing	no_native_match_found	-	-	Source exercise/proof unit has no separate active declaration.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	thm#1; label=thm:sem-deduction	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	thm:sem-deduction	thm#1; label=thm:sem-deduction	83	86	97	447	proved_weaker	manual_fragment_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:104-129	Matching semantic law is present for native Formula/Set semantics; the source bundle and proof calculus remain incomplete.
propositional-logic/syntax-and-semantics/semantic-notions.tex	propositional-logic	unit	prob#4	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	140	Semantic Notions	-	-	prob#4	92	94	97	447	missing	no_native_match_found	-	-	Source exercise/proof unit has no separate active declaration.
propositional-logic/syntax-and-semantics/soundness.tex	propositional-logic	section	section	orphan_or_unselected	-	-	0	0	yes	59	Soundness of Propositional Logic	thm=1;cor=1;proof=1	thm:soundness	thm:Soundness#thm:soundness	1	33	34	136	proved_weaker	manual_fragment_match	FormalOLP/ProofTheory/NaturalDeduction.lean	FormalOLP/ProofTheory/NaturalDeduction.lean:248-299	Native N2c derivation soundness is proved, but the source axiomatic propositional calculus is not the same interface.
propositional-logic/syntax-and-semantics/soundness.tex	propositional-logic	unit	thm#1; label=thm:soundness	orphan_or_unselected	-	-	0	0	yes	59	Soundness of Propositional Logic	-	thm:soundness	thm#1; label=thm:soundness	13	17	34	136	proved_weaker	manual_fragment_match	FormalOLP/ProofTheory/NaturalDeduction.lean	FormalOLP/ProofTheory/NaturalDeduction.lean:248-299	Soundness is proved for native N2c derivations, not the source axiomatic calculus.
propositional-logic/syntax-and-semantics/soundness.tex	propositional-logic	unit	cor#1	orphan_or_unselected	-	-	0	0	yes	59	Soundness of Propositional Logic	-	-	cor#1	28	31	34	136	missing	no_native_match_found	-	-	The consistency corollary is not separately proved.
propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	propositional-logic	chapter	section	selected	propositional-logic	propositional-logic/propositional-logic.tex	6	0	yes	30	pl	editorial=1	-	-	1	30	31	71	structural_container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	section	section	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	defn=3;thm=1;prop=1;prob=2;proof=2;explain=1	thm:LocalDetermination;defn:satisfaction;prop:sat-value	defn:!!^{valuation}s;defn:Satisfaction#defn:satisfaction;thm:Local Determination#thm:LocalDetermination;prop:_#prop:sat-value	1	198	199	804	proved_weaker	manual_fragment_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:24-77	Evaluate/Satisfies covers truth clauses, but Local Determination and the full source development are not separately formalized.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	defn#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	-	defn#1	13	19	199	804	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:24-77	Valuation, recursive evaluation, and satisfaction interfaces are present; source truth-value theorem remains separate.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	defn#2	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	-	defn#2	21	57	199	804	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:24-77	Valuation, recursive evaluation, and satisfaction interfaces are present; source truth-value theorem remains separate.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	prob#1	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	-	prob#1	119	131	199	804	missing	no_native_match_found	-	-	Local Determination, satisfaction/value equivalence, and exercises are not separately proved.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	thm#1; label=thm:LocalDetermination	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	thm:LocalDetermination	thm#1; label=thm:LocalDetermination	133	140	199	804	missing	no_native_match_found	-	-	Local Determination, satisfaction/value equivalence, and exercises are not separately proved.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	defn#3; label=defn:satisfaction	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	defn:satisfaction	defn#3; label=defn:satisfaction	146	184	199	804	defined_only	manual_definition_match	FormalOLP/PropositionalLogic/Semantics.lean	FormalOLP/PropositionalLogic/Semantics.lean:24-77	Valuation, recursive evaluation, and satisfaction interfaces are present; source truth-value theorem remains separate.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	prop#1; label=prop:sat-value	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	prop:sat-value	prop#1; label=prop:sat-value	186	188	199	804	missing	no_native_match_found	-	-	Local Determination, satisfaction/value equivalence, and exercises are not separately proved.
propositional-logic/syntax-and-semantics/valuations-sat.tex	propositional-logic	unit	prob#2	selected	propositional-logic	propositional-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	yes	154	\usetoken{P	-	-	prob#2	194	196	199	804	missing	no_native_match_found	-	-	Local Determination, satisfaction/value equivalence, and exercises are not separately proved.
first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	first-order-logic	chapter	section	selected	first-order-logic;propositional-logic	first-order-logic/first-order-logic.tex;propositional-logic/propositional-logic.tex	13	0	yes	58	fol;pl	editorial=1	-	-	1	59	60	145	structural_container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	41	Axioms and Rules for the Propositional Connectives	defn=2	ax:land1;ax:land2;ax:land3;ax:lor1;ax:lor2;ax:lor3;ax:lif1;ax:lif2;ax:lnot1;ax:lnot2;ax:ltrue;ax:lfalse1;ax:lfalse2;ax:dne	defn:Axioms#ax:land1,ax:land2,ax:land3,ax:lor1,ax:lor2,ax:lor3,ax:lif1,ax:lif2,ax:lnot1,ax:lnot2,ax:ltrue,ax:lfalse1,ax:lfalse2,ax:dne;defn:Modus ponens	1	43	44	232	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex	first-order-logic	unit	defn#1; label=ax:land1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	41	Axioms and Rules for the Propositional Connectives	-	ax:land1	defn#1; label=ax:land1	15	34	44	232	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex	first-order-logic	unit	defn#2	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	41	Axioms and Rules for the Propositional Connectives	-	-	defn#2	36	39	44	232	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	62	Axioms and Rules for Quantifiers	defn=2	ax:q1;ax:q2	defn:Axioms for quantifiers#ax:q1,ax:q2;defn:Rules for quantifiers	1	34	35	155	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex	first-order-logic	unit	defn#1; label=ax:q1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	62	Axioms and Rules for Quantifiers	-	ax:q1	defn#1; label=ax:q1	13	21	35	155	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex	first-order-logic	unit	defn#2	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	62	Axioms and Rules for Quantifiers	-	-	defn#2	23	30	35	155	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	140	The Deduction Theorem with Quantifiers	thm=1;prob=1;proof=1	thm:deduction-thm-q	thm:Deduction Theorem#thm:deduction-thm-q	1	58	59	363	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex	first-order-logic	unit	thm#1; label=thm:deduction-thm-q	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	140	The Deduction Theorem with Quantifiers	-	thm:deduction-thm-q	thm#1; label=thm:deduction-thm-q	13	16	59	363	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	140	The Deduction Theorem with Quantifiers	-	-	prob#1	54	56	59	363	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	thm=1;prop=2;prob=2;proof=2;derivation=1	prop:mp;thm:deduction-thm;prop:derivfacts;derivfacts:a;derivfacts:b;derivfacts:c;derivfacts:d;derivfacts:e	thm:Deduction Theorem#thm:deduction-thm;prop:_#prop:mp;prop:_#prop:derivfacts,derivfacts:a,derivfacts:b,derivfacts:c,derivfacts:d,derivfacts:e	1	132	133	762	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	unit	prop#1; label=prop:mp	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	-	prop:mp	prop#1; label=prop:mp	31	34	133	762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	unit	thm#1; label=thm:deduction-thm	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	-	thm:deduction-thm	thm#1; label=thm:deduction-thm	49	52	133	762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	unit	prop#2; label=prop:derivfacts	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	-	prop:derivfacts	prop#2; label=prop:derivfacts	103	118	133	762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	-	-	prob#1	121	123	133	762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/deduction-theorem.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	335	The Deduction Theorem	-	-	prob#2	127	129	133	762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	71	\usetoken{P	defn=1;prop=3;prob=1;proof=2	ax:id1;ax:id2;prop:sound;prop:iden1;prop:iden2	defn:Axioms for !!{identity}#ax:id1,ax:id2;prop:_#prop:sound;prop:_#prop:iden1;prop:_#prop:iden2	1	56	57	203	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	unit	defn#1; label=ax:id1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	71	\usetoken{P	-	ax:id1	defn#1; label=ax:id1	17	24	57	203	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	unit	prop#1; label=prop:sound	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	71	\usetoken{P	-	prop:sound	prop#1; label=prop:sound	26	28	57	203	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	71	\usetoken{P	-	-	prob#1	34	36	57	203	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/identity.tex	first-order-logic	unit	prop#2; label=prop:iden1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	71	\usetoken{P	-	prop:iden1	prop#2; label=prop:iden1	38	40	57	203	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
